Filing Date/Time,Publication Date/Time,Document Date,Source,Disclosing Organisation LEI,Disclosing Organisation Name,Description,Category,ESEF Type,Download Link,Related Organisation(s)
28/02/2025 08:00,28/02/2025 08:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,Municipality Finance issues EUR 20 million notes under its MTN programme,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001050885-en.html,
28/02/2025 08:00,28/02/2025 08:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,Kuntarahoitus laskee liikkeeseen 20 miljoonan euron joukkovelkakirjalainan osana joukkovelkakirjalainaohjelmaa,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001050885-fi.html,
28/02/2025 07:00,28/02/2025 07:00,,Regulatory News Services (RNS),2138004IR3QRLV4GXF05,T.H.F.C. Sustainable Finance (No.2),"£2,000,000,000 Secured Euro Medium Term Note  ",Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5555274.html,
28/02/2025 07:00,28/02/2025 07:00,,Regulatory News Services (RNS),213800DSHTLHP9R4M271,THFC Sustainable Finance PLC,"£2,000,000,000 Secured Euro Medium Term Note ",Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5555262.html,
28/02/2025 07:00,28/02/2025 07:00,,Regulatory News Services (RNS),VKU1UKDS9E7LYLMACP54,Inter-American Development Bank,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5555449.html,
27/02/2025 14:01,27/02/2025 00:00,27/02/2025,Direct Upload,BSGEFEIOM18Y80CKCV46,National Bank of Canada,National Bank of Canada - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113793/NI-000113793.pdf,
27/02/2025 13:57,27/02/2025 13:57,,Regulatory News Services (RNS),BSGEFEIOM18Y80CKCV46,National Bank of Canada,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5555041.html,
27/02/2025 13:17,27/02/2025 13:17,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250227047599.html,
27/02/2025 12:57,27/02/2025 12:57,,Regulatory News Services (RNS),213800MBWEIJDM5CU638,Lloyds Bank Corporate Markets PLC,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5554988.html,
27/02/2025 11:46,27/02/2025 11:45,31/01/2025,Direct Upload,549300XODK7D2K2KYV43,FIDELITY SPECIAL VALUES PLC,Monthly Factsheet,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113718/NI-000113718.pdf,
27/02/2025 11:43,27/02/2025 11:42,31/01/2025,Direct Upload,549300ND695NEJ5GPI72,Fidelity Japan Trust PLC,Monthly Factsheet,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113714/NI-000113714.pdf,
27/02/2025 11:41,27/02/2025 11:40,31/01/2025,Direct Upload,549300UC0QPP7Y0W8056,FIDELITY EUROPEAN TRUST PLC,Monthly Factsheet,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113712/NI-000113712.pdf,
27/02/2025 11:38,27/02/2025 11:37,31/01/2025,Direct Upload,213800HWWQPUJ4K1GS84,Fidelity Emerging Markets Limited,Monthly Factsheet,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113709/NI-000113709.pdf,
27/02/2025 11:36,27/02/2025 11:36,31/01/2025,Direct Upload,54930076MSJ0ZW67JB75,Fidelity China Special Situations PLC,Monthly Factsheet,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113705/NI-000113705.pdf,
27/02/2025 11:34,27/02/2025 11:33,31/01/2025,Direct Upload,54930094CXNYINSNOQ96,FIDELITY ASIAN VALUES PLC,Monthly Factsheet,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113704/NI-000113704.pdf,
27/02/2025 10:41,27/02/2025 10:25,26/02/2025,Direct Upload,549300EVRWDWFJUNNP53,CITIGROUP GLOBAL MARKETS FUNDING LUXEMBOURG S.C.A.,Summary - FT_ISS - CGMFL99991_25LEQ011618_XS3004429513 (UK BP),Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113674/NI-000113674.pdf,
27/02/2025 09:52,25/02/2025 11:46,25/02/2025,FCA,L3I9ZG2KFGXZ61BMYR72,THE BANK OF NOVA SCOTIA,THE BANK OF NOVA SCOTIA - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113664/NI-000113664.pdf,
27/02/2025 09:52,25/02/2025 11:44,25/02/2025,FCA,L3I9ZG2KFGXZ61BMYR72,THE BANK OF NOVA SCOTIA,THE BANK OF NOVA SCOTIA - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113666/NI-000113666.pdf,
27/02/2025 09:52,25/02/2025 11:35,25/02/2025,FCA,NQQ6HPCNCCU6TUTQYE16,BANK OF MONTREAL,BANK OF MONTREAL - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113665/NI-000113665.pdf,
27/02/2025 09:52,25/02/2025 11:10,25/02/2025,FCA,213800FE99O4CN3DJU27,Panther Metals plc,Panther Metals plc - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113663/NI-000113663.pdf,
27/02/2025 09:52,25/02/2025 10:44,25/02/2025,FCA,549300FXP9JMVJDIO346,Xtrackers ETC plc,Xtrackers ETC plc - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113661/NI-000113661.pdf,
27/02/2025 09:52,25/02/2025 11:58,25/02/2025,FCA,894500V981ZTFLGVOZ38,First Class Metals PLC,First Class Metals PLC - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113660/NI-000113660.pdf,
27/02/2025 08:00,27/02/2025 08:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,Kuntarahoitus laskee liikkeeseen 20 miljoonan Yhdysvaltain dollarin joukkovelkakirjalainan osana joukkovelkakirjalainaohjelmaa,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001050632-fi.html,
27/02/2025 08:00,27/02/2025 08:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,Municipality Finance issues USD 20 million notes under its MTN programme,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001050632-en.html,
27/02/2025 07:00,27/02/2025 07:00,,Regulatory News Services (RNS),VKU1UKDS9E7LYLMACP54,Inter-American Development Bank,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5553544.html,
27/02/2025 07:00,27/02/2025 07:00,,Regulatory News Services (RNS),VKU1UKDS9E7LYLMACP54,Inter-American Development Bank,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5553550.html,
27/02/2025 07:00,27/02/2025 07:00,,Regulatory News Services (RNS),VKU1UKDS9E7LYLMACP54,Inter-American Development Bank,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5553545.html,
26/02/2025 16:17,26/02/2025 16:17,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250226736667.html,
26/02/2025 15:56,26/02/2025 15:56,,Regulatory News Services (RNS),,Bank of America Corporation,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5553324.html,
26/02/2025 15:45,26/02/2025 15:45,,Regulatory News Services (RNS),NQQ6HPCNCCU6TUTQYE16,Bank of Montreal,Publication of Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5553315.html,
26/02/2025 15:35,26/02/2025 15:31,26/02/2025,Direct Upload,NQQ6HPCNCCU6TUTQYE16,BANK OF MONTREAL,Publication of Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113628/NI-000113628.pdf,
26/02/2025 14:07,26/02/2025 14:07,,Regulatory News Services (RNS),PBLD0EJDB5FWOLXP3B76,Wells Fargo & Company,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5553258.html,
26/02/2025 11:47,26/02/2025 11:47,,Regulatory News Services (RNS),,Citius Resources PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5553120.html,
26/02/2025 11:44,26/02/2025 11:44,,Regulatory News Services (RNS),549300KCFVCFTUJZYT59,MFB Magyar Fejlesztési Bank,Issue of HUF denominated domestic public bonds,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5553115.html,
26/02/2025 11:30,26/02/2025 11:29,26/02/2025,Direct Upload,213800TNHZOA4JIZK687,Citius Resources Plc,Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113586/NI-000113586.pdf,
26/02/2025 10:51,26/02/2025 10:51,,Regulatory News Services (RNS),,State of Qatar-Ministry of Finance,Publication of Pricing Supplements  ,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5553027.html,
26/02/2025 09:06,24/02/2025 11:12,24/02/2025,FCA,MP6I5ZYZBEU3UXPYFY54,HSBC Bank PLC,HSBC Bank PLC - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113554/NI-000113554.pdf,
26/02/2025 09:06,24/02/2025 10:38,24/02/2025,FCA,213800ZD686TR7FEP983,Paragon Bank PLC,Paragon Bank PLC - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113553/NI-000113553.pdf,
26/02/2025 08:00,26/02/2025 08:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,Municipality Finance issues a GBP 25 million tap under its MTN programme,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001050379-en.html,
26/02/2025 08:00,26/02/2025 08:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,Kuntarahoitus laskee liikkeeseen 25 miljoonan Englannin punnan lisäyksen viitelainaan osana joukkovelkakirjalainaohjelmaa,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001050379-fi.html,
26/02/2025 07:00,26/02/2025 07:00,,Regulatory News Services (RNS),VKU1UKDS9E7LYLMACP54,Inter-American Development Bank,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5552290.html,
25/02/2025 17:30,25/02/2025 17:30,,Regulatory News Services (RNS),213800LBQA1Y9L22JB70,Barclays PLC,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5551696.html,
25/02/2025 17:19,25/02/2025 17:18,18/02/2025,Direct Upload,213800LBQA1Y9L22JB70,BARCLAYS PLC,Prospectus Supplement,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113528/NI-000113528.pdf,
25/02/2025 16:10,25/02/2025 16:10,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250225425980.html,
25/02/2025 15:52,25/02/2025 15:52,,Regulatory News Services (RNS),NQQ6HPCNCCU6TUTQYE16,Bank of Montreal,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5551684.html,
25/02/2025 13:24,25/02/2025 13:24,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250225541539.html,
25/02/2025 13:21,25/02/2025 13:21,,Regulatory News Services (RNS),L3I9ZG2KFGXZ61BMYR72,Bank of Nova Scotia,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5551613.html,
25/02/2025 13:19,25/02/2025 13:19,,Regulatory News Services (RNS),L3I9ZG2KFGXZ61BMYR72,Bank of Nova Scotia,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5551612.html,
25/02/2025 13:00,25/02/2025 13:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,Kuntarahoitus Oyj eräännyttää ennenaikaisesti osana joukkovelkakirjaohjelmaa liikkeeseenlasketun joukkovelkakirjalainan,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001050360-fi.html,
25/02/2025 13:00,25/02/2025 13:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,Municipality Finance will redeem early notes issued under its MTN programme,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001050360-en.html,
25/02/2025 12:15,25/02/2025 12:15,,Regulatory News Services (RNS),894500V981ZTFLGVOZ38,First Class Metals PLC,Publication of Prospectus and Issue of Equity,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5551527.html,
25/02/2025 11:31,25/02/2025 11:31,,Regulatory News Services (RNS),213800FE99O4CN3DJU27,Panther Metals PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5551470.html,
25/02/2025 11:22,25/02/2025 11:21,25/02/2025,Direct Upload,213800FE99O4CN3DJU27,Panther Metals plc,Prospectus Publication,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113486/NI-000113486.pdf,
25/02/2025 11:08,25/02/2025 11:08,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250225316530.html,
25/02/2025 09:10,21/02/2025 11:50,21/02/2025,FCA,2138006VZYSUOICR2M02;213800B9U45TFBXW5K67,Places for People Homes Limited;Places for People Treasury plc,Places for People Homes Limited;Places for People Treasury plc - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113457/NI-000113457.pdf,
25/02/2025 09:10,21/02/2025 09:50,21/02/2025,FCA,U4LOSYZ7YG4W3S5F2G91;RILFO74KP1CM8P6PCT96,STANDARD CHARTERED PLC;Standard Chartered Bank,STANDARD CHARTERED PLC;Standard Chartered Bank - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113456/NI-000113456.pdf,
25/02/2025 09:10,21/02/2025 10:56,21/02/2025,FCA,549300PPXHEU2JF0AM85,LLOYDS BANKING GROUP PLC,LLOYDS BANKING GROUP PLC - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113455/NI-000113455.pdf,
25/02/2025 09:10,21/02/2025 12:06,21/02/2025,FCA,MLU0ZO3ML4LN2LL2TL39,HSBC HOLDINGS PLC,HSBC HOLDINGS PLC - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113454/NI-000113454.pdf,
25/02/2025 08:00,25/02/2025 08:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,Municipality Finance issues EUR 15 million notes under its MTN programme,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001050133-en.html,
25/02/2025 08:00,25/02/2025 08:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,Kuntarahoitus laskee liikkeeseen 15 miljoonan euron joukkovelkakirjalainan osana joukkovelkakirjalainaohjelmaa,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001050133-fi.html,
24/02/2025 18:22,24/02/2025 18:22,,Regulatory News Services (RNS),MP6I5ZYZBEU3UXPYFY54,HSBC Bank plc,Publication of HSBC Bank plc Supplement,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5550197.html,
24/02/2025 16:21,24/02/2025 16:21,,Regulatory News Services (RNS),549300O5KAG21BMZ8N83,Doha Bank Q.P.S.C.,Publication of Base Offering Circular,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5549989.html,
24/02/2025 15:54,24/02/2025 15:54,,Regulatory News Services (RNS),213800S1TDKIB1IUTS72,Paragon Banking Group PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5549973.html,
24/02/2025 15:53,24/02/2025 15:53,,Regulatory News Services (RNS),213800ZD686TR7FEP983,Paragon Bank PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5549975.html,
24/02/2025 11:29,24/02/2025 11:15,24/02/2025,Direct Upload,213800ZD686TR7FEP983,Paragon Bank PLC,Paragon Bank PLC - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113370/NI-000113370.pdf,
24/02/2025 09:01,20/02/2025 15:10,20/02/2025,FCA,213800YR9TFRVHPGOS67,Diversified Energy Company PLC,Diversified Energy Company PLC - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113381/NI-000113381.pdf,
24/02/2025 09:01,20/02/2025 15:51,20/02/2025,FCA,JHE42UYNWWTJB8YTTU19,Australia and New Zealand Banking Group Limited,Australia and New Zealand Banking Group Limited - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113385/NI-000113385.pdf,
24/02/2025 09:00,20/02/2025 15:48,20/02/2025,FCA,JHE42UYNWWTJB8YTTU19,Australia and New Zealand Banking Group Limited,Australia and New Zealand Banking Group Limited - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113384/NI-000113384.pdf,
24/02/2025 09:00,20/02/2025 09:29,20/02/2025,FCA,21380081EP12LC86CB82,HSBC UK Bank plc,HSBC UK Bank plc - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113383/NI-000113383.pdf,
24/02/2025 09:00,20/02/2025 11:28,20/02/2025,FCA,213800IVO9DDEIJD7724,Achilles Investment Company Limited,Achilles Investment Company Limited - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113382/NI-000113382.docx,
21/02/2025 16:45,21/02/2025 16:45,,Regulatory News Services (RNS),MLU0ZO3ML4LN2LL2TL39,HSBC Holdings PLC,Publication of base prospectus supplement ,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5548318.html,
21/02/2025 15:15,21/02/2025 14:45,20/02/2025,Direct Upload,549300EVRWDWFJUNNP53,CITIGROUP GLOBAL MARKETS FUNDING LUXEMBOURG S.C.A.,Summary - FT_ISS CGMFL99613-25LEQ010856-XS2989684522 (UK PO),Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113369/NI-000113369.pdf,
21/02/2025 15:09,21/02/2025 14:45,20/02/2025,Direct Upload,549300EVRWDWFJUNNP53,CITIGROUP GLOBAL MARKETS FUNDING LUXEMBOURG S.C.A.,Summary - FT_ISS - CGMFL99612-25LEQ010855-XS2989679365 (UK PO),Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113367/NI-000113367.pdf,
21/02/2025 13:54,21/02/2025 13:54,,Regulatory News Services (RNS),213800B9U45TFBXW5K67,Places for People Treasury PLC,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5548219.html,
21/02/2025 12:54,21/02/2025 12:54,,Regulatory News Services (RNS),549300PPXHEU2JF0AM85,Lloyds Banking Group PLC,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5548186.html,
21/02/2025 11:45,21/02/2025 11:45,,Regulatory News Services (RNS),U4LOSYZ7YG4W3S5F2G91,Standard Chartered PLC,Publication of Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5548062.html,
21/02/2025 11:41,21/02/2025 11:40,21/02/2025,Direct Upload,RILFO74KP1CM8P6PCT96;U4LOSYZ7YG4W3S5F2G91,Standard Chartered Bank;STANDARD CHARTERED PLC,Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113296/NI-000113296.pdf,
21/02/2025 10:40,19/02/2025 12:07,19/02/2025,FCA,21380041YBGOQDFAC823;2138009B37VJ9VOWAO51;2138005GYEXN7XRHFA84,B.A.T. INTERNATIONAL FINANCE PLC;B.A.T. Netherlands Finance B.V.;B.A.T Capital Corporation,B.A.T. INTERNATIONAL FINANCE PLC;B.A.T. Netherlands Finance B.V.;B.A.T Capital Corporation - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113280/NI-000113280.pdf,
21/02/2025 10:40,19/02/2025 10:40,19/02/2025,FCA,549300CRL28LF3CSEA14;549300KQWCT26VXWW684,Goldman  Sachs & Co. Wertpapier GMBH;Goldman Sachs Finance Corp International Ltd,"Goldman, Sachs & Co. Wertpapier GMBH;Goldman Sachs Finance Corp International Ltd - Base prospectus (debt)",Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113279/NI-000113279.pdf,
20/02/2025 17:17,20/02/2025 17:17,,Regulatory News Services (RNS),JHE42UYNWWTJB8YTTU19,Australia & New Zealand Banking Grp,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5546771.html,
20/02/2025 17:03,20/02/2025 17:03,,Regulatory News Services (RNS),JHE42UYNWWTJB8YTTU19,Australia & New Zealand Banking Grp,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5546736.html,
20/02/2025 17:03,20/02/2025 16:45,20/02/2025,Direct Upload,213800YR9TFRVHPGOS67,Diversified Energy Company PLC,Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113252/NI-000113252.pdf,
20/02/2025 16:45,20/02/2025 16:45,,Regulatory News Services (RNS),213800YR9TFRVHPGOS67,Diversified Energy Company PLC,Publication of Prospectus and Circular,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5546686.html,
20/02/2025 16:02,20/02/2025 16:02,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250220234592.html,
20/02/2025 15:05,20/02/2025 15:05,,Regulatory News Services (RNS),213800IVO9DDEIJD7724,Achilles Investment Company Limited,Publication of Prospectus & Result Initial Placing,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5546620.html,
20/02/2025 13:50,20/02/2025 13:50,,Regulatory News Services (RNS),21380081EP12LC86CB82,HSBC UK Bank PLC,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5546577.html,
20/02/2025 10:09,18/02/2025 09:20,18/02/2025,FCA,213800ZVIELEA55JMJ32;BPF79TJMIH3DK8XCKI50;213800YHFC48VOL6JY40,DIAGEO PLC;Diageo Finance Plc;Diageo Capital B.V.,DIAGEO PLC;Diageo Finance Plc;Diageo Capital B.V. - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113198/NI-000113198.pdf,
20/02/2025 08:00,20/02/2025 08:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,Kuntarahoitus laskee liikkeeseen 108 miljoonan Romanian leun joukkovelkakirjalainan osana joukkovelkakirjalainaohjelmaa,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001049368-fi.html,
20/02/2025 08:00,20/02/2025 08:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,Municipality Finance issues SEK 1 billion notes under its MTN programme,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001049499-en.html,
20/02/2025 08:00,20/02/2025 08:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,Kuntarahoitus laskee liikkeeseen 1 miljardin Ruotsin kruunun joukkovelkakirjalainan osana joukkovelkakirjalainaohjelmaa,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001049499-fi.html,
20/02/2025 08:00,20/02/2025 08:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,Municipality Finance issues RON 108 million notes under its MTN programme,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001049368-en.html,
20/02/2025 07:24,20/02/2025 07:24,,Regulatory News Services (RNS),,State of Qatar-Ministry of Finance,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5545955.html,
19/02/2025 16:50,19/02/2025 16:50,,Regulatory News Services (RNS),2138008L93GYU5GN6179,Hemogenyx Pharmaceuticals PLC,Issue of convertible loan notes ,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5544988.html,
19/02/2025 12:54,19/02/2025 12:53,19/02/2025,Direct Upload,21380041YBGOQDFAC823;213800FKA5MF17RJKT63,B.A.T. INTERNATIONAL FINANCE PLC;British American Tobacco Plc,EMTN Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113153/NI-000113153.pdf,
19/02/2025 12:45,19/02/2025 12:45,,Regulatory News Services (RNS),213800FKA5MF17RJKT63,British American Tobacco PLC,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5544663.html,
19/02/2025 10:35,19/02/2025 10:35,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250219474624.html,
19/02/2025 10:18,17/02/2025 09:07,17/02/2025,FCA,EN5TNI6CI43VEPAMHL14,Westpac Banking Corporation,Westpac Banking Corporation - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113114/NI-000113114.pdf,
19/02/2025 10:18,17/02/2025 09:10,17/02/2025,FCA,EN5TNI6CI43VEPAMHL14,Westpac Banking Corporation,Westpac Banking Corporation - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113113/NI-000113113.pdf,
19/02/2025 10:17,17/02/2025 10:15,17/02/2025,FCA,549300Y9URD6W70K0360,Bendigo and Adelaide Bank Limited,Bendigo and Adelaide Bank Limited - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113112/NI-000113112.pdf,
19/02/2025 10:17,17/02/2025 11:19,17/02/2025,FCA,2138001S47XKWIB7TH90;2138005GUMKABRAKJU30,EASYJET PLC;easyJet FinCo B.V.,EASYJET PLC;easyJet FinCo B.V. - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000113111/NI-000113111.pdf,
